"specRPName","errorExample","errorExampleReasonFromValidation","errorExampleReasonFromMock"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobContainersSetLegalHold.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobContainersClearLegalHold.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobContainersPutImmutabilityPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobContainersGetImmutabilityPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobContainersDeleteImmutabilityPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobContainersLockImmutabilityPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobContainersExtendImmutabilityPolicy.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/BlobContainersLease_Acquire.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/ObjectLevelWormContainerMigration.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/FileServicesList.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/FileServicesPut.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/FileServicesGet.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/DeletedFileSharesList.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/FileSharesPut_NFS.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/FileShareAclsPatch.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/FileSharesGet_Stats.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/FileSharesDelete.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/FileSharesRestore.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/FileSharesLease_Acquire.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/QueueServicesList.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/QueueServicesPut.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/QueueServicesGet.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/QueueOperationPut.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/QueueOperationPatch.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/QueueOperationGet.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/QueueOperationDelete.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/QueueOperationList.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableServicesList.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableServicesPut.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableServicesGet.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationPut.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationPatch.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationGet.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationDelete.json","","Wrong operaion api version"
"storage","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","","Wrong operaion api version"
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","OBJECT_ADDITIONAL_PROPERTIES",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"storSimple1200Series","specification/storage/resource-manager/Microsoft.Storage/stable/2021-08-01/examples/TableOperationList.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"streamanalytics","specification/streamanalytics/resource-manager/Microsoft.StreamAnalytics/stable/2020-03-01/examples/Operation_List.json","","Wrong operaion api version"
"streamanalytics","specification/streamanalytics/resource-manager/Microsoft.StreamAnalytics/stable/2020-03-01/examples/Input_Test.json","","Example response not match with schema"
"streamanalytics","specification/streamanalytics/resource-manager/Microsoft.StreamAnalytics/stable/2020-03-01/examples/Output_Test.json","","Example response not match with schema"
"streamanalytics","specification/streamanalytics/resource-manager/Microsoft.StreamAnalytics/stable/2020-03-01/examples/Function_Test_JavaScript.json","","Example response not match with schema"
"subscription","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","","LRO operation has no cooresponding get operation"
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"synapse","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","INVALID_TYPE",""
"timeseriesinsights","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"timeseriesinsights","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"timeseriesinsights","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"trafficmanager","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","INVALID_TYPE",""
"trafficmanager","specification/subscription/resource-manager/Microsoft.Subscription/stable/2021-10-01/examples/acceptSubscriptionOwnership.json","INVALID_TYPE",""
"trafficmanager","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","","Example request not match with schema"
"trafficmanager","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","INVALID_TYPE",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"videoanalyzer","specification/trafficmanager/resource-manager/Microsoft.Network/stable/2018-08-01/examples/HeatMap-GET-With-TopLeft-BotRight.json","DISCRIMINATOR_VALUE_NOT_FOUND",""
"visualstudio","specification/visualstudio/resource-manager/Microsoft.VisualStudio/preview/2014-04-01-preview/examples/GetOperations.json","","Operation do not have api version param"
"visualstudio","specification/visualstudio/resource-manager/Microsoft.VisualStudio/preview/2014-04-01-preview/examples/GetOperations.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"visualstudio","specification/visualstudio/resource-manager/Microsoft.VisualStudio/preview/2014-04-01-preview/examples/GetOperations.json","READONLY_PROPERTY_NOT_ALLOWED_IN_REQUEST",""
"vmwarecloudsimple","specification/vmwarecloudsimple/resource-manager/Microsoft.VMwareCloudSimple/stable/2019-04-01/examples/StopInBodyVirtualMachine.json","","Example request not match with schema"
"web","specification/web/resource-manager/Microsoft.Web/stable/2021-03-01/examples/RegisterUserProvidedFunctionAppWithStaticSiteBuild.json","","Example request not match with schema"
"web","specification/web/resource-manager/Microsoft.Web/stable/2021-03-01/examples/DeleteSitePrivateEndpointConnection.json","","Example response not match with schema"
"web","specification/web/resource-manager/Microsoft.Web/stable/2021-03-01/examples/RegisterUserProvidedFunctionAppWithStaticSite.json","","Example request not match with schema"
"web","specification/web/resource-manager/Microsoft.Web/stable/2021-03-01/examples/StartWebSiteNetworkTraceOperation.json","","Example response not match with schema"
"web","specification/web/resource-manager/Microsoft.Web/stable/2021-03-01/examples/DeleteSitePrivateEndpointConnection.json","","Example response not match with schema"
"web","specification/web/resource-manager/Microsoft.Web/stable/2021-03-01/examples/StartWebSiteNetworkTraceOperation.json","","Example response not match with schema"
"web","specification/web/resource-manager/Microsoft.Web/stable/2021-03-01/examples/DeleteSitePrivateEndpointConnectionSlot.json","","Example response not match with schema"
"web","specification/web/resource-manager/Microsoft.Web/stable/2021-03-01/examples/StartWebSiteNetworkTraceOperation.json","","Example response not match with schema"
"web","specification/web/resource-manager/Microsoft.Web/stable/2021-03-01/examples/StartWebSiteNetworkTraceOperation.json","","Example response not match with schema"
"web","","","XMS_EXAMPLE_NOTFOUND_ERROR"
"windowsesu","specification/windowsesu/resource-manager/Microsoft.WindowsESU/preview/2019-09-16-preview/examples/ListOperations.json","","Wrong operaion api version"
"windowsesu","specification/windowsesu/resource-manager/Microsoft.WindowsESU/preview/2019-09-16-preview/examples/ListMultipleActivationKeys.json","","Wrong operaion api version"
"windowsesu","specification/windowsesu/resource-manager/Microsoft.WindowsESU/preview/2019-09-16-preview/examples/ListMultipleActivationKeysByResourceGroup.json","","Wrong operaion api version"
"windowsesu","specification/windowsesu/resource-manager/Microsoft.WindowsESU/preview/2019-09-16-preview/examples/GetMultipleActivationKey.json","","Wrong operaion api version"
"windowsesu","specification/windowsesu/resource-manager/Microsoft.WindowsESU/preview/2019-09-16-preview/examples/CreateMultipleActivationKey.json","","Wrong operaion api version"
"windowsesu","specification/windowsesu/resource-manager/Microsoft.WindowsESU/preview/2019-09-16-preview/examples/UpdateMultipleActivationKey.json","","Wrong operaion api version"
"windowsesu","specification/windowsesu/resource-manager/Microsoft.WindowsESU/preview/2019-09-16-preview/examples/DeleteMultipleActivationKey.json","","Wrong operaion api version"
"windowsiot","specification/windowsesu/resource-manager/Microsoft.WindowsESU/preview/2019-09-16-preview/examples/DeleteMultipleActivationKey.json","INVALID_FORMAT",""
"windowsiot","specification/windowsesu/resource-manager/Microsoft.WindowsESU/preview/2019-09-16-preview/examples/DeleteMultipleActivationKey.json","INVALID_FORMAT",""
"windowsiot","specification/windowsesu/resource-manager/Microsoft.WindowsESU/preview/2019-09-16-preview/examples/DeleteMultipleActivationKey.json","INVALID_FORMAT",""
"windowsiot","specification/windowsesu/resource-manager/Microsoft.WindowsESU/preview/2019-09-16-preview/examples/DeleteMultipleActivationKey.json","INVALID_FORMAT",""
"windowsiot","specification/windowsesu/resource-manager/Microsoft.WindowsESU/preview/2019-09-16-preview/examples/DeleteMultipleActivationKey.json","INVALID_FORMAT",""
"windowsiot","specification/windowsesu/resource-manager/Microsoft.WindowsESU/preview/2019-09-16-preview/examples/DeleteMultipleActivationKey.json","INVALID_FORMAT",""
